dataset,model,precision,recall,map50,map5095,latency_ms,fps,model_size_mb,energy_proxy_wh_per_1000
ksdd,yolo_nano,0.0307692307692307,0.4,0.0470036630036629,0.0141010989010989,54.65400218963623,18.296921724601997,11.604411125183104,0.0068545227746168
ksdd,yolo_nano3,0.0025,0.75,0.1678167970973373,0.0676573839983833,189.8743841383192,5.266639860548659,11.576769828796388,0.7911432672429969
ksdd,yolo_small,0.0,0.0,0.0,0.0,347.62245416641235,2.8766841382498387,42.67306423187256,0.0360658296197652
ksdd,yolo_small3,0.6327532965629056,0.25,0.2057347508477498,0.0907750550770569,465.64526028103296,2.14755756215894,42.55282306671143,1.940188584504304
